# Gludio
1;5073;5016;5103;10;8100;9000;1864;1878;0
1;5818;5650;5838;10;22500;2250;1864;1878;1
1;5068;5017;5098;13;8100;9000;1865;1879;0
1;5819;5651;5839;13;22500;2250;1865;1879;1
1;5065;5018;5095;16;8100;9000;1866;1874;0
1;5820;5652;5840;16;22500;2250;1866;1874;1
1;5067;5019;5097;19;4050;4500;1867;1894;0
1;5821;5653;5841;19;11250;1125;1867;1894;1
1;5069;5020;5099;22;2025;2250;1868;1876;0
1;5822;5654;5842;22;5630;563;1868;1876;1
1;5071;5021;5101;25;1350;1500;1869;1895;0
1;5823;5655;5843;25;3750;375;1869;1895;1
1;5070;5022;5100;28;2025;2250;1870;1877;0
1;5824;5656;5844;28;5630;563;1870;1877;1
1;5078;7051;5108;31;2025;2250;1871;4042;0
1;5825;7044;5845;31;5630;563;1871;4042;1
1;5075;7019;5105;34;1620;1800;1872;1880;0
1;5826;7033;5846;34;4500;450;1872;1880;1
1;5077;5023;5107;37;810;900;1873;4044;0
1;5827;5657;5847;37;2250;225;1873;4044;1
1;5085;7021;5115;52;1013;1125;1869;4041;0
1;5833;7035;5853;52;2810;281;1869;4041;1
1;5087;7017;5117;55;810;900;1870;1882;0
1;5834;7031;5854;55;2250;225;1870;1882;1
1;5092;7057;5122;58;810;900;1871;4040;0
1;5835;7050;5855;58;2250;225;1871;4040;1
1;5094;7028;5124;61;540;600;1872;1881;0
1;5836;7042;5856;61;1500;150;1872;1881;1
1;5090;7023;5120;64;405;450;1873;5550;0
1;5837;7037;5857;64;1130;113;1873;5550;1
1;6541;6768;6555;67;324;360;1894;4039;0
1;6548;6742;6562;67;237;90;1894;4039;1
# Dion
2;5067;5024;5097;19;4199;4666;1867;1894;0
2;5821;5658;5841;19;11670;1167;1867;1894;1
2;5069;5025;5099;22;2101;2334;1868;1876;0
2;5822;5659;5842;22;5830;583;1868;1876;1
2;5071;5026;5101;25;1400;1555;1869;1895;0
2;5823;5660;5843;25;3890;389;1869;1895;1
2;5070;5027;5100;28;2101;2334;1870;1877;0
2;5824;5661;5844;28;5830;583;1870;1877;1
2;5078;5028;5108;31;2101;2334;1871;4042;0
2;5825;5662;5845;31;5830;583;1871;4042;1
2;5075;5029;5105;34;1679;1866;1872;1880;0
2;5826;5663;5846;34;4670;467;1872;1880;1
2;5077;7016;5107;37;841;934;1873;4044;0
2;5827;7030;5847;37;2330;233;1873;4044;1
2;5082;5030;5112;40;841;934;1864;5549;0
2;5828;5664;5848;40;2330;233;1864;5549;1
2;5079;5031;5109;43;841;934;1865;4039;0
2;5829;5665;5849;43;2330;233;1865;4039;1
2;5084;5032;5114;46;841;934;1866;1885;0
2;5830;5666;5850;46;2330;233;1866;1885;1
2;5088;7052;5118;49;1049;1166;1867;4043;0
2;5831;7045;5851;49;2920;292;1867;4043;1
2;5091;7054;5121;50;841;934;1868;1884;0
2;5832;7047;5852;50;2330;233;1868;1884;1
# Giran
3;5078;5033;5108;31;2250;2500;1871;4042;0
3;5825;5667;5845;31;6250;625;1871;4042;1
3;5075;5034;5105;34;1800;2000;1872;1880;0
3;5826;5668;5846;34;5000;500;1872;1880;1
3;5077;5035;5107;37;900;1000;1873;4044;0
3;5827;5669;5847;37;2500;250;1873;4044;1
3;5082;5036;5112;40;900;1000;1864;5549;0
3;5828;5670;5848;40;2500;250;1864;5549;1
3;5079;5037;5109;43;900;1000;1865;4039;0
3;5829;5671;5849;43;2500;250;1865;4039;1
3;5084;5038;5114;46;900;1000;1866;1885;0
3;5830;5672;5850;46;2500;250;1866;1885;1
3;5088;5039;5118;49;1125;1250;1867;4043;0
3;5831;5673;5851;49;3130;313;1867;4043;1
3;5091;7055;5121;50;900;1000;1868;1884;0
3;5832;7048;5852;50;2500;250;1868;1884;1
3;5085;7022;5115;52;1125;1250;1869;4041;0
3;5833;7036;5853;52;3130;313;1869;4041;1
3;5087;7018;5117;55;900;1000;1870;1882;0
3;5834;7032;5854;55;2500;250;1870;1882;1
3;5092;5040;5122;58;900;1000;1871;4040;0
3;5835;5674;5855;58;2500;250;1871;4040;1
3;5094;7029;5124;61;599;666;1872;1881;0
3;5836;7043;5856;61;1670;167;1872;1881;1
3;5090;5041;5120;64;450;500;1873;5550;0
3;5837;5675;5857;64;1250;125;1873;5550;1
3;6541;6769;6555;67;360;400;1894;4039;0
3;6548;6743;6562;67;263;100;1894;4039;1
3;6542;6757;6556;70;301;334;1888;4040;0
3;6549;6731;6563;70;218;83;1888;4040;1
3;6543;6773;6557;73;257;286;1887;4041;0
3;6550;6747;6564;73;187;71;1887;4041;1
# Oren
4;5073;5042;5103;10;7200;8000;1864;1878;0
4;5818;5676;5838;10;20000;2000;1864;1878;1
4;5068;5043;5098;13;7200;8000;1865;1879;0
4;5819;5677;5839;13;20000;2000;1865;1879;1
4;5065;7020;5095;16;7200;8000;1866;1874;0
4;5820;7034;5840;16;20000;2000;1866;1874;1
4;5067;5044;5097;19;3600;4000;1867;1894;0
4;5821;5678;5841;19;10000;1000;1867;1894;1
4;5069;7026;5099;22;1800;2000;1868;1876;0
4;5822;7040;5842;22;5000;500;1868;1876;1
4;5075;5046;5105;34;1440;1600;1872;1880;0
4;5826;5680;5846;34;4000;400;1872;1880;1
4;5077;5047;5107;37;720;800;1873;4044;0
4;5827;5681;5847;37;2000;200;1873;4044;1
4;5082;5048;5112;40;720;800;1864;5549;0
4;5828;5682;5848;40;2000;200;1864;5549;1
4;5079;7025;5109;43;720;800;1865;4039;0
4;5829;7039;5849;43;2000;200;1865;4039;1
4;5084;7027;5114;46;720;800;1866;1885;0
4;5830;7041;5850;46;2000;200;1866;1885;1
4;5088;7053;5118;49;900;1000;1867;4043;0
4;5831;7046;5851;49;2500;250;1867;4043;1
4;5091;5049;5121;50;720;800;1868;1884;0
4;5832;5683;5852;50;2000;200;1868;1884;1
4;5085;5050;5115;52;900;1000;1869;4041;0
4;5833;5684;5853;52;2500;250;1869;4041;1
4;5087;5051;5117;55;720;800;1870;1882;0
4;5834;5685;5854;55;2000;200;1870;1882;1
4;5092;5052;5122;58;720;800;1871;4040;0
4;5835;5686;5855;58;2000;200;1871;4040;1
4;6543;6774;6557;73;206;229;1887;4041;0
4;6550;6748;6564;73;150;57;1887;4041;1
4;6544;6762;6558;76;180;200;4043;1890;0
4;6551;6736;6565;76;132;50;4043;1890;1
4;6545;6754;6559;79;160;178;4044;4042;0
4;6552;6728;6566;79;116;44;4044;4042;1
# Aden
5;5082;5053;5112;40;1008;1120;1864;5549;0
5;5828;5687;5848;40;2800;280;1864;5549;1
5;5079;5054;5109;43;1008;1120;1865;4039;0
5;5829;5688;5849;43;2800;280;1865;4039;1
5;5084;5055;5114;46;1008;1120;1866;1885;0
5;5830;5689;5850;46;2800;280;1866;1885;1
5;5088;5056;5118;49;1260;1400;1867;4043;0
5;5831;5690;5851;49;3500;350;1867;4043;1
5;5091;7056;5121;50;1008;1120;1868;1884;0
5;5832;7049;5852;50;2800;280;1868;1884;1
5;5085;5057;5115;52;1260;1400;1869;4041;0
5;5833;5691;5853;52;3500;350;1869;4041;1
5;5087;5058;5117;55;1008;1120;1870;1882;0
5;5834;5692;5854;55;2800;280;1870;1882;1
5;5092;5059;5122;58;1008;1120;1871;4040;0
5;5835;5693;5855;58;2800;280;1871;4040;1
5;5094;5060;5124;61;671;746;1872;1881;0
5;5836;5694;5856;61;1870;187;1872;1881;1
5;5090;5061;5120;64;504;560;1873;5550;0
5;5837;5695;5857;64;1400;140;1873;5550;1
5;6541;6770;6555;67;403;448;1894;4039;0
5;6548;6744;6562;67;295;112;1894;4039;1
5;6542;6758;6556;70;337;374;1888;4040;0
5;6549;6732;6563;70;245;93;1888;4040;1
5;6543;6775;6557;73;288;320;1887;4041;0
5;6550;6749;6564;73;211;80;1887;4041;1
5;6544;6763;6558;76;252;280;4043;1890;0
5;6551;6737;6565;76;184;70;4043;1890;1
5;6545;6755;6559;79;224;249;4044;4042;0
5;6552;6729;6566;79;163;62;4044;4042;1
# Innadril
6;5075;5221;5105;34;2592;2880;1872;1880;0
6;5826;5696;5846;34;7200;720;1872;1880;1
6;5077;5222;5107;37;1296;1440;1873;4044;0
6;5827;5697;5847;37;3600;360;1873;4044;1
6;5082;5223;5112;40;1296;1440;1864;5549;0
6;5828;5698;5848;40;3600;360;1864;5549;1
6;5079;5224;5109;43;1296;1440;1865;4039;0
6;5829;5699;5849;43;3600;360;1865;4039;1
6;5084;5225;5114;46;1296;1440;1866;1885;0
6;5830;5700;5850;46;3600;360;1866;1885;1
6;5088;5226;5118;49;1620;1800;1867;4043;0
6;5831;5701;5851;49;4500;450;1867;4043;1
6;5091;5227;5121;50;1296;1440;1868;1884;0
6;5832;5702;5852;50;3600;360;1868;1884;1
6;6542;6759;6556;70;432;480;1888;4040;0
6;6549;6733;6563;70;316;120;1888;4040;1
6;6543;6776;6557;73;370;411;1887;4041;0
6;6550;6750;6564;73;271;103;1887;4041;1
6;6544;6764;6558;76;324;360;4043;1890;0
6;6551;6738;6565;76;237;90;4043;1890;1
# Goddard
7;5090;7024;5120;64;900;1000;1873;5550;0
7;5837;7038;5857;64;2500;250;1873;5550;1
7;6541;6771;6555;67;720;800;1894;4039;0
7;6548;6745;6562;67;526;200;1894;4039;1
7;6542;6760;6556;70;599;666;1888;4040;0
7;6549;6734;6563;70;439;167;1888;4040;1
